发布时间,正文
2025-11-24 08:46:00,早上10点结束，再次感谢这次支持的所有朋友。
2025-11-24 17:17:00,根据ICC鑫椤锂电数据库统计：2025年10月全球电池产量231.8GWH；同比增长49.1%；2025年1-10月全球锂电池产量1822.08GWH；同比增长49.13%。储能：根据ICC鑫椤锂电数据库统计：2025年10月全球储能电池产量63.6Gwh，同比增长62.2%。1-10月累计产量469.83GWH，同比增长77.17%。磷酸铁锂：根据ICC鑫椤锂电数据库统计：2025年10月全球磷酸铁锂产量为40.21万吨，同比增长63.7%。1-10月累计产量309.57万吨，同比增长65.21%。 按照这个数据比则言咨询的还高一些，有望冲击2300GWh $赣锋锂业(SZ002460)$$中矿资源(SZ002738)$ 根据ICC鑫椤锂电数据库统计：2025年10月全球电池产量231.8GWH；同比增长49.1%；2025年1-10月全球锂电池产量1822.08GWH；同比增长49.13%。储能：根据ICC鑫椤锂电数据库统计：2025年10月全球储能电池产量63.6Gwh，同比增长62.2%。1-10月累计产量469.83GWH，同比增长77.17%。磷酸铁锂：根据ICC鑫椤锂...
2025-11-25 09:08:00,一般绿地项目都是3-5年起，而扩产的项目最少也要1.5-2年时间，这个还得看地方，一般非洲的项目扩产快一点。 这个时间都是过去10年全球项目的平均时间，那些空头硬是说可以随时出矿。 $赣锋锂业(SZ002460)$$中矿资源(SZ002738)$
2025-11-25 10:16:00,昨天下午中矿有个电话会议，最新要点： 1、碳酸锂打算继续扩大锂矿端权益产能，明年在B矿打算继续增加3万吨碳酸锂当量的透锂长石产能，2027年权益产能来到10W+。 B矿还准备继续增储。 2、硫酸锂产线明年开始建设，计划到2027年中完成5万吨硫酸锂产线降本。 3、津巴布韦打算新建另外3万吨冶炼产能，冶炼产能来到10万吨，匹配10万吨矿权益。 4、铯铷明年初继续涨价20%，目前已经开始和卖家沟通，之前就是谈好每2年涨一次，涨价的部分全是利润（涨价部分大概增加2-3E净利润）。钙钛矿这块明年开始商业化带动需求，目前铯添加依然还是首选。 5、锗即将点火。第一期15吨明年基本可以落地，外部价格5000美金，收益预期3-5E。 27年，二期落地33吨，收益要冲10E。 6、铜增储会超预期，明年投产前会有增储公告，目前增储的量有人线性测算过是130w吨，可能比这个还要乐观一些。 7、新的铜矿再谈，目前绿地项目便宜，但是不好开发，现成项目贵，主要是看增储的潜力。 $中矿资源(SZ002738)$$赣锋锂业(SZ002460)$ 昨天下午中矿有个电话会议，最新要点： 1、碳酸锂打算继续扩大锂矿端权益产能，明年在B矿打算继续增加3万吨碳酸锂当量的透锂长石产能，2027年权益产能来到10W+。 B矿还准备继续增储。 2、硫酸锂产线明年开始建设，计划到2027年中完成5万吨硫酸锂产线降本。 3、津巴布韦打算新建另...
2025-11-25 10:59:00,上游行业龙头说话往往相对保守，我们周末测算的3000GWh的产量对应的也是208万吨的需求，按照目前的情况来看，如果按照鑫椤锂电数据数据，继续超预期的概率还是很大。3000GWh打不住。 $赣锋锂业(SZ002460)$$宁德时代(SZ300750)$
2025-11-25 13:43:00,桃园与猴群 来自柯中的雪球专栏 创作声明 ：本文包含AI生成内容本文多数用最新的AI工具生成 ，如有巧合 ，纯属偶然 。 在一个被群山环抱的山谷里 ，住着一位经验丰富的果农老李 。他经营着一片占地20亩的桃园 ，每年桃子产量以10-20%的速度稳步增长 。桃园的管理遵循着自然的节律 ：春季修剪 、夏季疏果 、秋季采摘 、冬季休眠 。新种植的桃树需要1到3年的时间才能开始结果 ，这意味着即使现在大规模扩种 ，最快也要到2027年才能看到新的产出 ，而最晚可能要等到2028年才能有可观的收获 。 猴群的超预期增长 老李的果园旁生活着一群猕猴 。它们原本保持着20-30%的稳定增长率 ，与桃园的产出节奏基本匹配 ，虽然之前桃子一直有一些过剩 ，但是问题 不大 ，多的桃子也没法留着 ，所以老李也没有大幅度的去种植更多的桃树 。 然而 ，去年春天 ，一只年长的公猴因意外获得了一块富含矿物质的山泉 ，导致种群健康状况大幅提升 ，繁殖率也随之激增 。当年猕猴的出生率就达到了40-50% ，并且这种高增长率在接下来的两年里依然保持 。这使得猴群数量在短短三年内翻了一番 ，从最初的50只增长到100多只 。 资源危机的爆发 随着猴群数量的激增 ，桃园的产量开始捉襟见肘 。老李发现 ，原本足够50只猴子享用的桃子 ，现在却要分给100多只 。猴子们为了争夺食物 ，开始提前采摘未成熟的青桃 ，甚至啃食桃树的树皮 。老李的桃园遭受了前所未有的破坏 ，部分桃树因此减产甚至绝收 。 面对日益严重的资源短缺 ，老李感到无比焦虑 。他尝试通过设置围栏 、增加驱赶设备等方式保护桃园 ，但效果甚微 。更让他担忧的是 ，新种植的桃树尚未结果 ，短期内无法缓解危机 。 猴王的 “解决方案 ”与现实 面对日益严峻的形势 ，猴王召集猴群 ，宣称 ： “桃子随时都有 ，严重过剩 ，我们只需耐心等待 。 ” 这个说法源于猴王对资源状况的严重误判 。他可能将过去的丰饶记忆投射到当前 ，忽视了种群数量变化带来的现实压力 。更深层次的原因是 ，作为领导者 ，他可能出于维护群体稳定的考虑 ，选择性地忽略或低估了危机的严重性 。 然而 ，现实是残酷的 。桃园的产量增长遵循着农业生产的自然规律 ，具有显著的滞后性 。而猴群的增长却是指数级的 ，两者之间的差距在短期内无法弥合 。最终 ，这场由增长失衡引发的生态危机 ，不仅威胁到了猴群的生存 ，也让老李的桃园陷入了前所未有的困境 。 灾难性的结果 18个月的资源短缺最终演变成一场生态灾难 。猴群的生存策略被迫改变 ： 春季  ：猴群开始提前进入桃园觅食 ，导致桃树花期被破坏 ，影响当年产量 。 夏季  ：为争夺桃子 ，猴群内部爆发激烈冲突 ，幼猴死亡率上升30% 。 秋季  ：桃子成熟期 ，猴群大规模破坏桃园 ，老李的收成损失超过40% 。 冬季  ：食物极度匮乏 ，猴群被迫扩大觅食范围 ，甚至开始啃食桃树皮 ，导致部分桃树死亡 。 更严重的是 ，这场资源危机引发了连锁反应 。失去桃子滋养的猴群开始攻击其他果农的果园 ，导致整个山谷的水果产量都受到威胁 。老李不得不在桃园周围加装防护网 ，每年额外投入数千元维护成本 。 本文多数用最新的AI工具生成 ，如有巧合 ，纯属偶然 。 #今日话题#
2025-11-26 12:46:00,新桃未结果，桃子过剩？ $赣锋锂业(SZ002460)$$中矿资源(SZ002738)$
2025-11-27 19:09:00,确实找骂，钱拿的烫手，真不是另类那么简单了。 有点自知自明，就是脸皮太厚。 $赣锋锂业(SZ002460)$
2025-11-28 12:04:00,锂电池本周几个重点11-28 本周库存数据 ： 供应端 ， 周度产量环比减少265吨至21865吨 ，其中锂辉石提锂环比增加20吨至13364吨 ，锂云母产量环比增加50吨至3021吨 ，盐湖提锂环比减少400吨至3225吨 ，回收料提锂环比增加65吨至2245吨 ； 周度库存减少2452 ，冶炼厂24324 ，下游库存41984 ，其他库存49660 ，合计115968 。 其中盐湖这块大幅度减少是因为冬季常规性减产所致 。之前有盐湖说冬季现在技术过硬 ，可以不减产 ，目前看这个数据显示的是大幅度减产了 。 另外这个数据到底是不是真实的 ，也是无法求证的 ，按照详细数据 ，连续2周碳酸锂的需求下降了1000多吨左右 ，实际上从目前产业链上反馈的消息是完全不存在的 ，11月份产能继续高增 ，加上12月份排产信息继续环比增加3-5%来看 ，用量下降的逻辑就有可能是有意做低的 ，做低的目的很明显 。 另外昨天尾盘有小zw说的是宁德拿到证了 ，晚上出的文件显示是宁德在11月21日刚提交申请文件 ，26号获得受理 。按照自然资源部那边的规则流程 ，至少都是4-6个月才能完成 。 早上自然资源部的电话被打爆 ，求证文件的人特别多 ，那边默认了文件的真实性 。 前面的鸡脚山是6月份提交的 ，公司当时预期是12月份获批 ，结果略微有点超预期是10月份拿到批文 。 当然拿到批文也不是说立马就能开工 ，还有环评公示 ，安全许可证等一系列文件都是需要按照规则公示一段时间没有异议才能获批的 。 所以目前来看 ，最早也得3-4月份左右拿到批文 ，然后在就是环评 ，安全许可等一系列文件落地 ，到时候5-6月开始复工 ，下半年正式投产是较为乐观的情况 。 这样宁德的这个矿 ，明年的产能就只能出一半了 ，具体到时候能产多少 ，等待批文里面显示的量就知道了 。 产能与排产继续超预期 ： 实际上本周有其他咨询公司出了10月份的产量情况 ，比我们用则言的还要好一点 ，如果这样来看 ，加上12月份继续环比增加3-5% ，可能4季度会继续超预期 。 宁德那边给出的排产消息也是显示1季度排产持平 ，如果这样来看 ，只要明年1季度淡季不淡 ，且能哪怕是环比微降个3-5% ，明年过3000GWh也将非常轻松 。 那么碳酸锂明年的需求就往210W往上走了 。 现在宁德把价格预期压的这么死 ，只会影响大家新投资的欲望和停产产能复工的欲望 。导致的结果就是真正需求爆发后 ，想要货是没有的 。 而且这个行业 ，既然是周期行业 ，还有一个最为明显的预期市场根本就买没体现出来就是下游囤货 。 实际上在需求过剩阶段 ，库存都是累积在上游的 ，有些矿石的库存我们也没法一一去统计 ，过剩的量可能就在这里 ，而真正需求爆发后 ，库存优先的就是开始去上游的库 ，所以我们可以发现最近2-3个月的库存 ，上游冶炼端的库存持续下降 ，就是你生产出来就有人拿走了 。而涨价预期较大的背景下 ，下游开始囤货欲望开始加强 。导致下游的库存持续增加 ，这个是非常合理的现象 。 就拿6F来说 ，目前6F的价格已经稳定在16-18w的范围了 ，而目前原材料涨幅完全跟不上成品的涨幅 ，而公司如果为了锁定利润 ，那么就可以大量的购买原材料锁定利润差 ，这个利润空间是非常恐怖的 。 如果公司成本只有8w ，即使均价能13w销售 ，一吨赚5w ，那盈利也是炸裂了 ，所以公司有较大的动力去囤货保证利润差 。所以只要中游的价格持续向上 ，根本不担心碳酸锂的价格会向下 。 所以最新核心还是看明年1季度的真实数据 ，至于那些阴谋论 ，等明年1季度的业绩落地 ，自然一些见分晓 ，如果中游有公司会玩的 ，1月30日之前就应该业绩预告一个炸裂的1季度报告 ，提前预热一下 。 明年的供需 ： 实际上有期货公司也开始唱多明年碳酸锂供不应求了 。实际上按照目前统计的数据 ，大概明年的供应基本落脚在190-195w吨左右 ，极端情况下加上回收是200-205w吨的样子 ，而明年按照目前的继续超预期的需求 ，可能落脚在210-215w吨的样子 ，已经出现缺口 。 而且这个190-195w吨是在宁德明年满产 ，其他的江西不停产的基础上得出的结论 ，表外还给了8-10w吨的情况下 （这个主要是特指尼日利亚的手抓矿 ） 。 所以宁德现在明年上半年基本没什么产能落地了 ，而其他的江西云母提锂是否会随时停产换证 ，也是最大的不确定性 。这块影响的产能有高达6-9万吨的量 ，如果停产换证 ，对供应将是致命打击 。 另外那些说价格偏高 ，很多停产的矿复工复产的问题 ，实际上这个问题就更扯蛋了 ，首先这一波国外停产的是最多的 ，国外复产的逻辑很简单 ，价格稳住10-12万至少2个季度才开始复产的事情 ，而复产还要走流程 ，招工 ，培训 ，爬坡 ，上一轮周期几个澳洲的矿 ，复工复产周期都是9-12个月 ，历史数据在此 ，还需要臆想什么 ？宁德既然说不缺 ，把价格预期压的这么死 ，又要让别人没有任何顾虑去复产 ，想什么呢 ？ 最后 ，需求是我们大家都无法控制的事情 ，哪怕再好的制造业公司 ，对需求也只能跟随 ，除非不要份额了 。 在周期规律的面前 ，大家只能选择当下的最优解和符合自己利益最大化的方式 。现在供应链的定价模式和库存模式 ，压制价格是最符合下游利益最大化的 ，所以他们只有这一条路可以选 ，但是周期规律最终会发挥他的威力 。 （by ：柯中投研笔记 ） $赣锋锂业(SZ002460)$$宁德时代(SZ300750)$$中矿资源(SZ002738)$ #今日话题#
2025-11-29 17:59:00,"多空分歧--到底谁在说假话 最近市场消息很炸裂 ，一方面是大多数资讯机构给出来的排产数据和指引都非常的乐观 ，而另外一方面 ，某厂家配合的一些媒体持续的在给市场浇冷水 。到底为什么会出现如此炸裂的场景呢 ？ 实际上肯定是有人没有说实话 ，或者说仅仅是不想市场进入较强的一致性预期 。 目前看11月份基本没有悬念的环比继续明显增长 ，因为11月份已经过去了 ，目前通过上下游交流的结果来看 ，到12月份都没有出现下滑的预期 。几家相对客观的机构包括大东 ，鑫椤都是给了12月份较好的一个环比增长 。宁德的指引都是给到了1季度环比持平的状态 ，包括发布了春节留守给特别奖等等 。 实际上现在的分歧主要是在动力电池这块 ，目前因为byd的Q1动力电池是略微预期下降一点的 ，所以会略微对锂电池的排产有个小幅度的环比下滑预期在里面 。但是我们前面说过 ，如果明年Q1 ，只要整体环比下降幅度在3-5%左右 ，都是符合预期的 ，因为Q1基本就是明年的一个基础锚定了 ，只要Q1基数较高 ，后面几个季度只会比我们预期的更高 。 看空的无非就是几个点 ，我们分几个方向来展开 ： 因为本文主要针对市场上的小作文以及热门事件做一个解读 ，所以本文会显得略乱一点 。 1 、动力电池的增长衰退 ？ 动力端明年有退补的逻辑 ，所以空头认为需求会有所下降 ，实际上今年8-9月份开始 ，很多地方的置换补贴等都已经退坡或者取消了 ，包括报废补贴也都开始逐级取消 ，但是并没有明显的减少需求 。 实际上消费者买东西是怕买贵 ，而不是非要买的多便宜 ，什么意思呢 ，这一轮补贴取消大家没有明显的减少购车欲望是因为知道明年补贴要减半 ，所以要买赶紧买 ，明年就又要少补贴的钱 。而明年的对比预期在哪 ？主要是电池的小幅度涨价预期 ，虽然并不会太多 ，比如小1000-2000 ，但是价格传导是必然的 。 而最近几年 ，汽车消费 ，一直是在增长的 ，每年同比都要小幅度增长一点 ，虽然幅度并不算大 ，而渗透率大概率也会继续增长的 ，哪怕补贴少了一半 ，但是至少还是比油车要少一点购置税 ，加上实用性上面来说 ，也是明显比油车要好 。 最重要的一个点就是单车带电量 ，他们根本没有去深度的了解这个逻辑 ，这里说几个数据就可以支撑明年单车带电量至少是带动整个动力电池10-15%的增速 。 a 、明年100km以下的电动车没有补贴了 ，所以小电池车的带电量会明显提升50-100%的增幅 。虽然这个量整体带动的量有限 ，但是毕竟增速较大 。 b 、混增车型以及纯电车型的带电量继续大幅度增长 ，特别是混增车型 ，都开始配备大电池 ，以前的100-200左右km的续航要开始逐级淘汰 ，进入200-300km ，这块增速也是50-100% 。 c 、重卡 ，这个才是增量的核心之一 ，对单车带电量直接会有个较大级别的增长 。今年整个重卡的销量目前看大概是在22-24w辆左右 ，单车的带电量基本是在400-500度电范围较多 ，我们基本抛开了400度电和500度电以上的范围 。这个图是目前10月份的情况 ，基本也大概能描述当下的情况 。 图 ： （一半的销量集中在400-500的区间 ） 而220000*450=99000000kw ，等于99GWh ，明年大概能朝着40-45w辆的基数去的 ，而重卡的电池带电量还能朝着500kw的单车带电量靠近 。 所以明年重卡的装机增量就是100-110GWh ，这个还是装车量 ，实际上的生产量是比这个更多的 ，通过行业现有数据显示 ，一个方向的生产量至少是装车量的20-30%或者更多 ，这个里面有库存 ，有不合格 ，电池良率 ，车辆良率等个方面因素在里面 ，所以明年单纯的重卡的生产增量应该是可以来到130-150GWh 。 今年我们知道全球基本是2200-2300GWh ，扣除掉储能的630GWh ，动力这块大概是1,620GWh ，所以单纯重卡的130-150GWh ，就能给明年的动力电池增量带来140/1620=0.08642约等于8.65%的增速 。这个大家可能都没有想到吧 。 所以你们唱衰明年动力增速的 ，能好好的去看看市场的最新变化 ？ 2 、国内储能装机很少 ？ 这点就不值得一驳 ，看看阳光 ，海博等公司的库存周转率就知道了 ，电芯拿到后到项目落地 ，至少都是4-8个月的库存周期 ，那么就意味着今年下半年才开始全国爆发的储能生产 ，到终端的装机 ，至少要在4季度或者明年Q1-Q2才能看得见明显的增速 。 而且储能以及电芯厂基本都是订单制的 ，没有客户下单 ，谁会去疯狂生产 ，等着放仓库贬值吗 ？ 储能现在是全球爆发 ，不要纠结看中国的装机增速以及美国的所谓AI叙事 ，AI那个储能占比需求小的可怜 ，储能的核心爆发还是经济性 ，国内明年看的是补贴落地 ，IRR基本都已经到15-20%左右了 。而国外看的是发电性价比 ，政策以及电力结构导致的 。光储模式实际上更适合国外一些 ，所以国外的需求才如此火爆 ，谁也不是傻子 ，这个玩意真不好 ，如何能全球爆发 。而且国外的光储价格 ，毛利非常好 ，并不是单纯的价格上涨就可以抑制需求的 。 只是大家都没有想到 ，储能能这么快的爆发出生命力 ，如果单纯是动力动车的新能源汽车 ，可以毫无疑问的说 ，锂电池板块是真的过剩 ，不管是上游还是中游亦或者是下游 ，都是和光伏一样严重过剩 ，但是储能让这个板块有了新的增长曲线和叙事 。 如果说动力电池是对传统汽车的性价比替代 ，而储能则是对传统能源的性价比替代 ，这个替代空间是性价比就能抑制的 ？这些空头到底有没有能源安全意识 ，反观全球这么多战争的核心是什么?到最后实际上都是为了掠夺资源 ，这资源包括矿 ，原油 ，土地等等 。 现在光储的组合 ，可以彻底的让那些资源匮乏的国家摆脱对能源的依赖 ，这种性价比的组合 ，越早发现和执行 ，对国家是越有利的 。我们现在有能力去制造这种可再生资源了 ，这个和直接出口煤炭和原油又有什么区别呢 ？而且性价比更高 ，谁不想要 ？所以单纯的是涨价那么一点点就能抑制住的吗 ？去国外看看动力煤 ，天燃气发电成本 ，以及组建强大的输电网络需要的成本 ，最终会发现 ，光储组合真的是性价比炸裂 。 3 、到底是阴谋还是真需求? 因为行业内已经出现了上一轮周期强烈的涨价预期了 ，中游现在非常的乐观 ，6f ，vc等都在持续性的上涨 。 居然还有人阴谋论认为是某些厂家做局 ，故意检修以及囤货炒作 ，这2个玩意保质期没有那么长 ，而且经历过这一轮周期的行业内的人都明白 ，上半年都悲观的不行 ，都认为严重过剩 ，看不到头的感觉 ，下半年突然需求就来了 ，谁敢囤货 ？知道碳酸锂为什么这么多看空的吗 ，就是因为行业内部的人都认为严重过剩了 ，就跟6f和vc一样的 ，处于一个行业才能真正明白这个行业有多烂 。 另外如果一个厂家生产囤着不卖 ，自然有人去卖 ，所以根本没人敢囤的 。真正涨价的核心 ，还是需求真的爆了 ，加上前面大家太悲观了 ，没人去扩产了 ，产能落地出现断档 ，也就是供需错配 。 所以这些空头 ，非要明年1季度 ，几个6f和vc厂的业绩直接炸裂 ，他们才会去承认 ，原来是真的涨价了 。但是估计他们也会认为不持续吧 。 4 、为什么有人要把需求预期降低 因为行业现在太火爆 ，导致囤货预期的苗头开始出现了 ，如果不抑制这个预期 ，那么价格就会出现裂变式的向上 ，现在一边说自己的需求炸裂 ，春节都加班不回家 ，明年排产超预期 ，增速到1T到1.1T ，另外一方面找媒体持续的说储能预期不够 ，不要盲目乐观 。 宁德动力电池和储能比是8 ：2 ，即使明年宁德储能的增速预期是90-100% ，实际上增速最大的还是动力这块 ，也就是明年动力和储能比是最多还是7.5:2.5 ，那么就是780-830GWh的动力和220-250GW 。也就是宁德明年的动力电池的增速也是炸裂的 。 是不是增速预期较为夸张 ，电池厂是最有话语权的 ，但是现在的库存模式 ，结算模式以及生产模式注定了只能这样压制价格增长的苗头 ，不然他们很难受 。 如果有个人敢站出来说我预期未来锂矿会出现产能断档 ，价格可能失控 ，所以我们不能压制碳酸锂的价格了 ，让他回归合理价格 ，然后赶紧的让那些停产的复产 ，让上游企业加速投资新矿山才是正解 ，也就是给上游合理的利润和给他们发展的空间 ，不然会出问题 。但是矛盾却正是如此 。最终就是如果不是这样 ，这个人能担责吗 ？ ？ 现在大家都是朝着不出事的方向 ，努力做好当下 ，正是因为如此 ，才最终会导致周期的出现 ，这就是所谓人性的趋利避害 ，所谓符合当下利益最大化吧 。 5 、在锂辉石库存上做文章 ？ 昨天出了个锂辉石的库存数据 ，就是mysteel统计17家外采矿锂盐厂的锂矿库存为56.5万吨 ，这里面还包含了在途中19w吨 ，真是唱空无所不用了 ，在途的也得算上是真的狠 。 另外这个纯度没有说 ，肯定不可能全是5.5度以上的 ，所以打个平均值5度 ，差不多要用10吨对应一吨碳酸锂 ，折差不多5.6万吨碳酸锂当量 ，如果真是这个数值 ，那不仅仅不是利空 ，反而是利好 ，他们搬石头砸自己脚了 。 因为这量确实是太小了 ，因为基本是统计了主流大的锂盐加工厂 ，产能都非常的集中 ，如果这么多锂盐厂也才5w多吨的碳酸锂当量的锂辉石库存 ，还包括在途的 ，那么说明前面1-2年说严重过剩的那些量去哪里了呢 ？这基本是底牌了把 ，有点让多头看透了底牌的意思 。一个月需求10几万吨的碳酸锂 ，核心原材料包括运输的也只有5万吨当量 ，请问空头还有底牌吗 ？ ？ 唯一只剩下矿山自己留了一部分锂辉石 ，目前看量也是相对有限的 ，而且也是合理发货速度 ，除非扩产 。所以前面所谓严重过剩20-30万吨 ，可以说基本消耗的差不多了 ，或者说是没有大家想的那么过剩 。 还有最核心的一个点 ：过剩的时候 ，产能都实际上往上游在转移 ，下游不会囤货的 ，因为认为会跌价 ，随时采购都是低价 ，或者更低的价格 。 而市场供需关系要发生变化的时候 ，库存是开始往下游转移 ，因为大家认为涨价 ，所以提前囤货 ，这样生产成本就会降低 ，所以这个库存转移的过程 ，也会极大的增加需求量 。也就是过剩的时候 ，下游减少库存 ，会减少库存需求 ，从而降低市场真实需求 ，而涨价周期来的时候 ，下游会增加库存 ，增加库存需求 ，这一部分也是增量需求的 。 6 、最后 ，到底是不缺锂 ，还是更大级别的供需错配呢 ？ 现在市场有较大多空分歧 ，实际上并不是坏事 ，因为大家都不相信行业已经反转了 ，而本来碳酸锂还没有来到真正大幅度上涨的阶段 ，现在更多人认为的短期上涨 ，处决于一个短暂的供需错配导致的上涨 。 实际上真正大级别的供需错配还没有来 。有谁见过一个行业下游和中游开始大幅度的扩产产能 ，都是30-50%的增速扩产 ，亦或者是更高速度的资本支出在进行新的扩产 ，唯独上游新的资本开支基本停滞了 ，这种行业未来不会出现较大级别的供需错配 ？ 关键问题是这个行业的上游还是产能扩张最慢的环节 ，平均产能落地时间是2-3年 。 最后 ，你更愿意相信目前资本支出导致最终的供需错配会来 ，还是相信需求下降导致增速放缓呢 ？ 当群体以规避风险为生存本能 、沉溺于当下最优解的理性追逐时 ，这种趋利避害的集体无意识 ，恰恰在系统层面编织了周期的必然性 ，它既是人类对短期利益最大化的本能趋附 ，亦是文明在时间维度上自我重复的宿命性悖论 。 （by ：柯中投研笔记 ） #今日话题#$赣锋锂业(SZ002460)$$中矿资源(SZ002738)$$宁德时代(SZ300750)$"
2025-11-30 19:06:00,国内某前排储能电芯公司，明年的订单全部卖完。整个储能行业加班已经成了家常便饭，目前只能选择性的接单，30%的订单量无法得到满足。 $赣锋锂业(SZ002460)$$宁德时代(SZ300750)$
2025-12-02 00:17:00,储能电池排产26.27年都全都排满，已经在接28年订单。 $赣锋锂业(SZ002460)$$宁德时代(SZ300750)$$中矿资源(SZ002738)$
2025-12-03 13:00:00,这个必须支持一下。空头现在胆子是真的太大了。 $赣锋锂业(SZ002460)$$国轩高科(SZ002074)$$宁德时代(SZ300750)$
2025-12-03 15:04:00,$赣锋锂业(SZ002460)$$天齐锂业(SZ002466)$
2025-12-04 14:51:00,抄送给$江特电机(SZ002176)$$大中矿业(SZ001203)$ 拿到矿证就能挖，别怂，有大哥顶着。
